nombre,tipo,tipo_cat,lat,lon,rating,n_resenas,precio,direccion,densidad_500m,cluster_kmeans,cluster_dbscan,cluster_hdbscan,prob_hdbscan,umap_1,umap_2,tsne_1,tsne_2
Dumbo,Restaurante de cocina sudamericana,restaurante,-16.5017963,-68.1323931,3.9,3261,Bs 40-120,"FVX9+72Q, Av. 16 de Julio, La Paz",51,2,-1,-1,0.0,1.877954,5.4839444,-0.80236644,2.59682
Moyabaya - Heladería Artesanal,Heladería,heladeria,-16.5370275,-68.07926239999999,4.9,14,,"C. 5 Achumani, La Paz",40,3,-1,1,0.6894556279546854,-3.8492455,10.395468,40.755882,-11.260001
Helados Splendid,Heladería,heladeria,-16.5399051,-68.0838483,4.4,33,,"FW68+2FJ, La Paz",72,3,-1,1,0.9894538197062318,-4.042644,11.16947,42.964752,-2.713698
LOVER ARTEHELADO,Heladería,heladeria,-16.5421294,-68.08090039999999,5.0,25,,"Av. Montenegro E-3, La Paz",109,3,-1,-1,0.0,-4.265432,10.779895,46.481133,-10.507118
"""Palacio"" De Los Helados",Restaurante,restaurante,-16.4965406,-68.1486319,4.0,244,Bs 1-20,"GV32+9GQ, José Maria Acha, La Paz",7,2,-1,-1,0.0,-1.2160639,5.759958,-12.500556,-18.600348
La Barra de Chocolate,Heladería,heladeria,-16.5038152,-68.1344478,4.4,98,,"Av.20 de Octubre y, La Paz",32,0,-1,-1,0.0,0.6568926,5.35316,3.2390614,9.559115
Heladería Bits & Cream Miraflores,Heladería,heladeria,-16.503369799999998,-68.1210449,3.8,73,,"Av. Busch 2066, La Paz",12,2,-1,2,0.9855870360060964,1.2451823,6.903994,5.444119,-15.994555
Heladería Frigo,Heladería,heladeria,-16.4982067,-68.1241927,4.2,378,$,"GV2G+P87, La Paz",24,2,-1,-1,0.0,-1.240592,5.7478986,-11.793132,-19.968248
"El ""Palacio"" de Los Helados",Heladería,heladeria,-16.5031683,-68.1436101,3.9,16,,"Villamil de Rada 895, La Paz",2,2,-1,2,1.0,1.2129203,7.4712687,6.396713,-21.591887
Heladeria Sandra,Heladería,heladeria,-16.5404794,-68.076954,4.7,33,,"Calle 22 de Calacoto # 8225 casi Esq. Av Montenegro Edif. Via 22, Av. Montenegro, La Paz",66,3,-1,1,0.9305210905326553,-4.084814,10.703648,42.808212,-5.96239
Popsy Bolivia,Heladería,heladeria,-16.5410805,-68.07951349999999,4.7,6,,"San Miguel, Calle Gabriel René Moreno, edificio Misutani, La Paz",105,3,-1,-1,0.0,-4.249025,10.770539,44.593666,-9.195392
Heladeria Sandra (Sucre),Cafetería,cafe,-16.5117924,-68.1264887,4.7,17,,"FVQF+7CJ, Sanchez Lima, La Paz",107,0,-1,-1,0.0,-0.2222105,1.9974312,-29.945028,-0.35811073
Nice Cream - Helados artesanales,Heladería,heladeria,-16.5134285,-68.1408093,5.0,4,,"Calle, José Saravia # 252, La Paz",4,0,-1,0,1.0,-1.5627426,1.8982402,-0.94347554,-36.194695
Belle Creme Gelato Bar,Heladería,heladeria,-16.5396405,-68.0809101,5.0,33,,"C. 18 de Calacoto, La Paz",105,3,-1,-1,0.0,-4.309564,10.902452,47.693665,-10.026796
HELADOS DE CANELA,Heladería,heladeria,-16.505613,-68.136664,4.2,42,$,"Plaza Israel, La Paz",5,0,-1,-1,0.0,-1.2995949,5.72444,-11.865702,-21.954441
Heladería Irpavi - Sucursal Irpavi,Heladería,heladeria,-16.5200834,-68.08628829999999,4.8,5,,"FWH7+XF4, La Paz",1,0,-1,-1,0.0,-3.594361,10.257402,37.114296,-13.962482
Helados Splendid,Heladería,heladeria,-16.5399051,-68.0838483,4.4,33,,"FW68+2FJ, La Paz",72,3,-1,1,0.9894538197062318,-4.008275,11.271422,42.017094,-3.4119525
Michoacan Paletería Mexicana,Heladería,heladeria,-16.539635999999998,-68.075537,4.7,7,,"C. 23, La Paz",30,3,-1,-1,0.0,-3.7588818,10.396472,39.552788,-9.993355
Milky Way Heladeria,Heladería,heladeria,-16.5058763,-68.12125999999999,3.0,1,,"Victor Eduardo 2208, La Paz",13,2,-1,-1,0.0,1.6074756,7.739135,14.811322,-19.728401
Mercado de Helados Tradicionales,Heladería,heladeria,-16.4951981,-68.1509614,4.3,9,,"cementerio general, Zona, La Paz",7,0,-1,-1,0.0,0.8949048,7.697826,3.2070463,-26.130663
"Ice Cream Power Rolls (helados a la plancha, cafetería y repostería)",Heladería,heladeria,-16.4968389,-68.1323366,4.7,17,,"123, La Paz",44,0,-1,-1,0.0,-1.0407807,2.38878,-4.000986,-32.51445
Helados de Canela,Tienda de alimentación,otro,-16.495187899999998,-68.1511928,4.0,5,,"GR3X+WGF, Baltazar Alquiza, La Paz",6,0,-1,-1,0.0,0.9270812,7.709106,5.03984,-25.575232
Fratier Bolivia La Paz,Suministro y fabricación de alimentos,otro,-16.4966357,-68.1216943,2.3,3,,"Pasaje Puerto Príncipe N° 1487 entre Av. Busch y, Panama 1487, La Paz",22,2,-1,-1,0.0,1.7062602,7.794352,16.606216,-18.454039
Combinados,Heladería,heladeria,-16.5434497,-68.0778504,5.0,6,,"Av. Montenegro 909, La Paz",74,3,-1,-1,0.0,-4.091175,10.605657,43.846962,-11.184096
Nice Cream - Helados artesanales,Heladería,heladeria,-16.5134285,-68.1408093,5.0,4,,"Calle, José Saravia # 252, La Paz",4,0,-1,0,1.0,-1.5203155,1.9030725,-0.94347554,-36.194695
Heladería Frigo,Heladería,heladeria,-16.4982067,-68.1241927,4.2,378,$,"GV2G+P87, La Paz",24,2,-1,-1,0.0,-1.2644114,5.774046,-11.793132,-19.968248
Heladería Irpavi - Achumani Calle 15,Heladería,heladeria,-16.531744,-68.0741267,4.3,0,,"FW9G+786, La Paz",26,0,-1,-1,0.0,-3.3857653,10.498344,36.460552,-7.9678993
Deli Gelato,Heladería,heladeria,-16.5448345,-68.0779276,4.6,9,,"Av. Montenegro 954, La Paz",65,3,-1,1,0.7979895084144095,-3.980538,10.56988,42.179817,-8.064355
Ohlala,Heladería,heladeria,-16.545585499999998,-68.07466389999999,4.5,2,,"C. 2 Nro 100, La Paz",10,3,-1,-1,0.0,-3.49597,10.409382,37.168056,-9.38739
HELADOS A LA PLANCHA JH2O,Heladería,heladeria,-16.5192184,-68.1563738,4.8,6,,"Av. Cívica 1075-1021, La Paz",0,0,-1,0,1.0,-1.4239517,2.0353293,-2.0158625,-34.725754
Dolce Bolivia,Heladería,heladeria,-16.4978445,-68.1167971,3.5,11,,"Juan Capriles 8, La Paz",12,2,-1,-1,0.0,1.5361981,7.6178713,11.086267,-19.27571
Heladeria Frigo,Heladería,heladeria,-16.5347968,-68.07486209999999,4.4,36,,"Calle 10 de Achumani Maria F. Goya, La Paz",26,3,-1,1,0.7951099962871653,-2.916437,10.723943,34.71157,-2.6359398
Vaca Fría,Heladería,heladeria,-16.5341952,-68.07533289999999,4.2,48,,"Achumani Av. García Lanza Nro. 70, entre calles 10 y 12",26,3,-1,1,0.8383560636823885,-2.7529833,10.787928,33.433926,-1.5957679
Heladeria City Rolls,Heladería,heladeria,-16.4997384,-68.1250021,4.8,5,,La Paz,23,0,-1,0,1.0,-1.3724077,2.0647418,0.2367665,-34.719822
Heladería ARTICE,Heladería,heladeria,-16.5020246,-68.14525689999999,5.0,8,,"FVX3+5VR, Bustamante, La Paz",4,0,-1,0,0.9936989091562269,-1.5130877,1.9504254,-2.9914017,-36.335922
Biancopuro Gelato,Heladería,heladeria,-16.5167057,-68.1659521,3.8,70,,"Cielo Mall, Av Satélite, El Alto",0,2,-1,2,1.0,1.4583522,7.145734,6.5942082,-14.15906
No hay ninguna tienda de Helados Panda,Tienda de alimentación,otro,-16.4975195,-68.13818909999999,4.3,0,,"Sagarnaga 295, La Paz",126,0,-1,-1,0.0,-0.1840517,1.5835756,-21.564938,-5.8614707
Koala Frost,Heladería,heladeria,-16.5106728,-68.12768489999999,4.0,4,,"Plaza Abaroa, Sanchez Lima esquina, La Paz",111,0,-1,-1,0.0,0.03964606,1.4536585,-20.113438,-3.678719
Yogen Früz,Yogurtería,otro,-16.5328372,-68.0870778,4.2,38,,"MEGACENTER La Paz, Av. Rafael Pabón, La Paz",5,3,-1,1,0.6942760572402175,-2.7752955,10.644271,32.57234,-3.245234
25Hrs FATTAS,Heladería,heladeria,-16.5098383,-68.1232294,2.6,5,,"Edificio Santa Isabel, Av. Arce, La Paz",63,2,-1,-1,0.0,1.6848245,7.812645,15.781525,-17.69359
Biancopuro Gelato,Heladería,heladeria,-16.5095062,-68.123746,4.2,6,,"FVRG+5GR, Av. Arce, La Paz",79,0,-1,-1,0.0,-0.04781611,1.6090019,-21.479458,-3.0407548
Dolce 20 de octubre,Heladería,heladeria,-16.509683,-68.1268359,3.6,21,,"Av.20 de Octubre 2379, La Paz",111,2,-1,-1,0.0,0.5032336,1.3342623,-16.764536,-0.83053404
Helados de Canela de la Abuelita,Heladería,heladeria,-16.499082899999998,-68.1233503,4.0,5,,"C. Hugo Estrada 20, La Paz",28,0,-1,-1,0.0,1.1423309,7.518131,7.939401,-23.555712
Helados de Canela,Tienda de alimentación,otro,-16.495187899999998,-68.1511928,4.0,5,,"GR3X+WGF, Baltazar Alquiza, La Paz",6,0,-1,-1,0.0,0.9739064,7.6765776,5.66894,-24.349363
Agencia Delizia,Heladería,heladeria,-16.5311244,-68.07280589999999,3.9,56,,"Calle 16, La Paz",25,3,-1,-1,0.0,-2.6119828,10.721735,30.875227,-1.1217334
Helados de Canela,Heladería,heladeria,-16.5042009,-68.1211299,3.7,15,,"FVWH+8G9, Avenida Saavedra, La Paz",11,2,-1,2,0.928442527726621,1.2899114,7.438495,9.186104,-19.950922
MiShirko Heladeria 🍦☁️❤️,Heladería,heladeria,-16.524781,-68.1562412,3.9,82,,"Av. del Policia, El Alto",0,2,-1,2,0.9183992059855155,1.2642232,6.9556375,4.1867647,-15.700105
Agencia Delizia Plaza Villarroel,Heladería,heladeria,-16.4847289,-68.1216817,3.7,20,,"Complejo Mi Teleférico, Avenida Busch, Plaza Villarroel, La Paz",5,2,-1,2,1.0,1.4410676,7.3640413,8.324599,-17.144316
La Grosería,Restaurante,restaurante,-16.4979984,-68.13800119999999,4.4,545,Bs 40-60,"Calle Linares #940, Sagarnaga y, La Paz",125,1,0,5,1.0,0.5454573,-1.9451187,-45.168255,8.6647415
Helados Panda,Kiosco,otro,-16.494996699999998,-68.1501282,4.0,4,,"GR4X+2W5, Baltazar Alquiza, La Paz",7,0,-1,-1,0.0,0.95297396,7.6810765,6.3555384,-25.810265
Biancopuro Gelato,Heladería,heladeria,-16.532042999999998,-68.0874336,3.0,2,,"FW97+52P, Av. Rafael Pabón, La Paz",5,2,-1,-1,0.0,1.6105218,7.85455,19.137018,-20.638458
"Heladería Bajo Cero Pampahasi , Waly Suma",Heladería,heladeria,-16.501629299999998,-68.1036767,4.7,7,,La Paz,1,0,-1,-1,0.0,-1.3046063,2.1880317,0.15866806,-32.51138
Delizia - Centro de Distribución,desconocido,otro,-16.5330898,-68.1335103,4.2,208,,"Helados Delizia, Av. Mario Mercado 100, La Paz",0,2,-1,-1,0.0,0.6598237,5.9779453,9.677328,7.4548526
Agencia Delizia - Calle 23 de Calacoto,Heladería,heladeria,-16.5381993,-68.075585,3.0,4,,"FW6F+PQF, C. 23 de Calacoto, La Paz",22,2,-1,-1,0.0,1.5658778,7.9787908,19.893547,-20.610308
El Bosque Boulevard,Zona de restauración,otro,-16.5408413,-68.08386519999999,4.6,1709,Bs 40-140,"Calle 15, Av. Sanchez Bustamante y, La Paz",81,3,-1,1,1.0,-0.78800523,17.568039,72.045,10.393714
Don anticucho,Restaurante de comida rápida,restaurante,-16.5056741,-68.1303135,4.1,37,Bs 20-40,"FVV9+PVM, La Paz",68,0,-1,-1,0.0,-1.5053847,4.5498066,-14.858594,-27.028477
Anticuchos MARY,Restaurante,restaurante,-16.515413499999998,-68.12932529999999,4.5,22,Bs 20-40,"edificio ""Don Andres, Vincenti 740, La Paz",22,0,-1,-1,0.0,-1.6512493,3.7397616,-11.341632,-30.843678
El Velero Ardiente Anticuchos,Hawker stall,otro,-16.5074751,-68.1294027,5.0,12,Bs 1-20,"Av.20 de Octubre 2107, La Paz",94,0,-1,-1,0.0,-1.8144103,4.1129227,-21.103453,-30.50789
Tripacucho,Restaurante,restaurante,-16.5111362,-68.1334834,4.0,22,Bs 20-40,"Luis Crespo 2100, La Paz",10,0,-1,-1,0.0,0.1800703,6.661677,-3.3823473,-17.602009
La Rufina Restaurant,Restaurante,restaurante,-16.511324899999998,-68.1283646,4.4,595,Bs 60-160,"Belisario Salinas 572, La Paz",106,1,-1,6,1.0,4.59696,2.5769596,-12.662519,24.811306
Manq'a Restaurante,Restaurante de cocina sudamericana,restaurante,-16.5101409,-68.12633509999999,4.5,869,Bs 80-100,"Plaza Abaroa, Av. 20 de octubre #927 (entre, Belisario Salinas y, La Paz",106,1,-1,6,0.9211639300962172,4.57017,2.5780122,-13.846714,22.765688
Corazon en Llamas,Restaurante,restaurante,-16.5440222,-68.0798895,4.2,76,Bs 40-60,"C, Gabriel René Moreno #1026, La Paz",73,3,-1,1,0.953326379011653,-3.6457613,11.851175,40.893078,0.6626336
Anticuchos de tOdo Corazón,Restaurante de comida rápida,restaurante,-16.5291919,-68.160637,4.5,2,,"FRCQ+8PH, Av. Cívica, La Paz",0,0,-1,-1,0.0,-1.245528,2.0877235,2.042117,-32.24433
anticuchos El Tradicional,Restaurante,restaurante,-16.5117171,-68.1289036,4.3,0,,"0000, La Paz",103,0,-1,-1,0.0,-0.28693157,1.6494782,-20.410233,-5.6485686
Moonlight Restaurant,Restaurante,restaurante,-16.5020342,-68.1191754,4.4,127,Bs 40-60,"Calle Francisco de Miranda #1905, Diaz Romero y, La Paz",16,0,-1,-1,0.0,0.635431,5.5146027,4.544925,9.046886
Anticuchos Lidia,Parrilla,otro,-16.5006926,-68.1274799,3.3,3,,"Ave Simon Bolivar, La Paz",22,2,-1,-1,0.0,1.5181676,7.7486677,13.100486,-20.102354
Ricos Anticuchos,Buffet libre,otro,-16.538625,-68.1854298,5.0,3,,"FR67+HR4, ENTRE AV. BOLIVIA Y AV ALAMOS LA PAZ, El Alto",0,0,-1,0,1.0,-1.5639107,1.9043844,-1.7384081,-37.85732
Bodegón Porteño,Restaurante argentino,restaurante,-16.5103883,-68.124889,4.5,252,Bs 60-160,"Dentro de la Casa Argentina, Av.6 de Agosto # 2535, Casi esquina, La Paz",97,1,-1,6,1.0,5.207658,1.6260102,-10.381969,25.641035
Churrasquería Sabor Gaucho,Restaurante argentino,restaurante,-16.5076392,-68.1279508,4.2,1435,Bs 60-160,"Av.6 de Agosto nº 319, La Paz",100,1,-1,6,0.8769624106043963,3.776296,2.6181018,-17.668074,27.619783
La Boliviana,Restaurante,restaurante,-16.4971051,-68.1378665,4.3,171,Bs 60-80,"Calle Sagárnaga esquina Murillo, Galería Chuquiago #213 [segundo piso",126,1,-1,5,0.7033065791501888,0.4152979,-0.2720755,-44.538555,0.73397577
The Steakhouse,Carvery,otro,-16.4981693,-68.1368185,4.2,1745,$$$,"Murillo 1007, La Paz",143,1,-1,-1,0.0,-3.0048685,-8.857625,-58.977573,18.771141
“Sabor de Mamá” sálteñas y anticuchos,Restaurante,restaurante,-16.542216,-68.06637119999999,4.3,0,,"C. 28 300, La Paz",2,3,-1,-1,0.0,-3.4085422,10.483231,35.46779,-8.838135
Phayawi Restaurante,Restaurante,restaurante,-16.5307826,-68.06987269999999,4.4,438,Bs 80-200,"C/. 22 de Achumani, La Paz",13,3,-1,1,1.0,0.97372234,11.784436,71.10858,-7.465077
ASAU,Restaurante,restaurante,-16.533439899999998,-68.07230489999999,4.7,227,Bs 100-200,"C. Santiago Fajardo 123, La Paz",24,3,-1,1,0.9370794540294318,-0.43170807,12.0874605,68.6157,-9.838687
La Rufina Calacoto,Restaurante,restaurante,-16.5427319,-68.08184849999999,4.5,264,Bs 80-100,"Calle 16 de Calacoto 8275, La Paz",107,3,-1,1,0.7645716568142799,-1.2980227,16.50288,62.643303,4.6850758
Churrasquería Sabor Argentino,Restaurante argentino,restaurante,-16.5116279,-68.1235808,3.8,129,Bs 60-140,"Av.6 de Agosto 2645, La Paz",54,2,-1,-1,0.0,1.3395351,5.9969926,5.1486926,4.1743536
Las Velas c,Restaurante de comida rápida,restaurante,-16.5008162,-68.1271952,3.9,35,,"FVXF+M4F, La Paz",23,2,-1,2,1.0,1.1961906,7.098805,5.676544,-17.818855
Bissonte Grill House Anticuchos,Restaurante,restaurante,-16.5322313,-68.0869512,1.3,3,,"Av. Rafael Pabón 656, La Paz",5,2,-1,-1,0.0,1.6812252,7.880065,18.490816,-17.984268
Café del Mundo,Restaurante,restaurante,-16.4974839,-68.13865609999999,4.3,2178,Bs 40-60,"Sagarnaga 324, La Paz",125,1,0,5,1.0,8.865457,-2.3691044,-40.291775,16.936646
Cafe Vida Vegan & Healthy Restaurant La Paz,Restaurante vegano,restaurante,-16.4987778,-68.1374321,4.8,360,Bs 20-40,"el que baja al Teleférico Morado, Pasaje Juan XXIII, detrás de la calle Tarija.187, a la vuelta del English Pub, Juan XXIII, La Paz",141,1,-1,4,1.0,13.175496,3.3634224,-34.712597,-30.849163
Café Restaurante Banais,Restaurante,restaurante,-16.4967917,-68.1372583,4.5,853,Bs 40-120,"Sagarnaga 161, La Paz",141,1,0,5,1.0,-3.4867058,-9.43336,-58.084908,10.613593
Ciclik,Restaurante,restaurante,-16.509007699999998,-68.1274857,4.0,587,Bs 20-80,"Sopocachi, Rosendo Gutierrez, Esq #393, La Paz",111,1,-1,6,0.9421362048428747,1.2161134,1.46329,-27.797379,14.585551
The Carrot Tree Centro,Restaurante,restaurante,-16.496185,-68.13886939999999,4.3,1541,Bs 40-60,"Inside galeria sumaya, Linares 809 esquina, La Paz",129,1,0,5,1.0,8.797819,-2.3721533,-44.310448,17.621962
Hb Bronze Coffeebar,Restaurante,restaurante,-16.498013,-68.13051999999999,4.6,1368,Bs 40-120,"Plaza Tomas Frias 1570, La Paz",45,1,-1,-1,0.0,1.3817426,4.5461287,-6.108106,13.773475
Typica Café,Cafetería,cafe,-16.5110113,-68.1245557,4.4,2765,Bs 40-60,"Av.6 de Agosto 2584, La Paz",87,1,-1,-1,0.0,1.4558661,2.782707,-24.377327,19.665373
Epico Restaurante,Cafetería,cafe,-16.540599399999998,-68.0851493,4.5,349,Bs 20-100,"Calle 14 Calacoto. Ten steps from Av Sanchez Bustamante, La Paz",72,3,-1,1,1.0,-4.2558856,12.152013,43.179123,6.230129
Paceña La Salteña,Restaurante de cocina sudamericana,restaurante,-16.4989176,-68.1332132,4.5,1043,Bs 20-40,"Loayza Nº 233, La Paz",86,1,-1,-1,0.0,-2.4792902,5.651935,-24.220036,-14.096256
Restaurante Cafeteria Sabor Urbano,Restaurante,restaurante,-16.4975816,-68.1385245,4.8,141,Bs 20-40,"Sagarnaga 319, La Paz",125,1,-1,4,1.0,13.042153,3.4820154,-32.403076,-29.198654
Biofilia Café,Cafetería,cafe,-16.5090146,-68.12607969999999,4.6,414,Bs 40-60,"AV. 6 DE AGOSTO #2399, Av.6 de Agosto esquina, La Paz",107,1,-1,-1,0.0,1.0563167,2.5608685,-21.793774,9.820578
YATI Restaurant café bar,Restaurante,restaurante,-16.49852,-68.1371576,4.6,727,Bs 40-80,"+591, La Paz",143,1,-1,5,0.8607371914267333,7.302481,-11.791263,-54.95701,4.0535536
The Writer's Coffee,Cafetería,cafe,-16.4966985,-68.1330272,4.5,481,Bs 20-40,"Interior Librería, C. Comercio 1270, La Paz",69,1,-1,-1,0.0,-2.361035,5.7493963,-20.808916,-14.193575
The Lucky Llama Irish Bar,Pub irlandés,bar,-16.4962916,-68.13881909999999,4.5,326,Bs 40-80,"casi equina, galeria sumaya, Linares 809, La Paz",128,1,0,5,1.0,0.2770174,-2.067534,-49.30245,4.9825325
Vainilla,Restaurante,restaurante,-16.541107699999998,-68.0796562,4.1,2736,Bs 20-100,"FW5C+H45, Ferrecio, La Paz",107,3,-1,1,0.6993740553785402,-4.21664,13.38208,48.227295,16.033592
Bolivian Green Kitchen,Restaurante de cocina sudamericana,restaurante,-16.4975243,-68.13866349999999,4.4,540,Bs 20-100,"Hotel Sagarnaga, C. Sagarnaga 326, La Paz",125,1,0,5,1.0,0.43361878,-2.0243087,-49.92591,7.4193816
Alexander Coffee,Cafetería,cafe,-16.503569199999998,-68.1315777,4.2,1726,Bs 40-60,"Av. 16 de Julio 1832, La Paz",43,2,-1,-1,0.0,0.9721908,5.1498537,-6.220079,3.7256
Roaster Specialty Coffee,Cafetería,cafe,-16.5415834,-68.0787612,4.4,811,Bs 20-80,"Gabriel René Moreno, La Paz",89,3,-1,1,1.0,-4.3269324,12.545723,46.282593,9.402838
Typica Café San Miguel,Cafetería,cafe,-16.5427615,-68.07962599999999,4.4,307,Bs 40-60,"Enrique Peñaranda 1075, La Paz",84,3,-1,1,1.0,-4.331283,12.337333,46.069237,5.9854827
Alexander Coffee,Cafetería,cafe,-16.4964178,-68.1346841,4.2,1252,Bs 20-80,"Potosi 1091, La Paz",143,1,0,5,0.8503797475970027,8.783963,-2.4307675,-45.78367,15.985793
La Grosería,Restaurante,restaurante,-16.4979984,-68.13800119999999,4.4,545,Bs 40-60,"Calle Linares #940, Sagarnaga y, La Paz",125,1,0,5,1.0,0.56715536,-1.9198661,-46.61452,9.389485
The English Pub,Bar restaurante,restaurante,-16.4987276,-68.13756579999999,4.3,848,Bs 40-140,"GV26+GX3, Linares, La Paz",141,1,0,5,0.8850516187523336,-3.071079,-8.927767,-58.809937,14.793633
Dumbo,Restaurante de cocina sudamericana,restaurante,-16.5017963,-68.1323931,3.9,3261,Bs 40-120,"FVX9+72Q, Av. 16 de Julio, La Paz",51,2,-1,-1,0.0,1.8574182,5.473459,-0.68931854,1.6219504
Café Ciudad,Restaurante,restaurante,-16.5052178,-68.1302749,3.8,982,Bs 20-40,"Frente al Monoblock UMSA, Avenida Villazón. 1978 Plaza Bicentenario, La Paz",61,2,-1,-1,0.0,-0.3791139,5.5367794,-6.745115,-5.112422
Cafeína Specialty Coffee Shop to Go,Cafetería,cafe,-16.5411315,-68.0785726,4.5,379,Bs 20-60,"FW5C+GHW, Av. Montenegro, La Paz",91,3,-1,1,0.8937926147157287,-4.5179477,12.324255,47.79699,7.0416822
Wayruru Café,Cafetería,cafe,-16.5116731,-68.1265493,4.4,118,Bs 20-40,"Planta baja Gym Spazio, Sanchez Lima Esquina, La Paz",108,1,-1,4,0.7352881031987787,-1.9627364,4.730546,-25.48245,-23.413319
Lunas Restaurant Coffee,Restaurante,restaurante,-16.4973966,-68.1383318,4.3,272,Bs 40-60,"Sagarnaga, La Paz",126,1,0,5,0.9583504171633236,0.50130856,-1.039743,-43.36803,3.5269578
Warmisita Sweet & Waffles,Restaurante de brunch,restaurante,-16.4985212,-68.1372556,4.5,45,Bs 60-80,"Tarija 226, La Paz",143,1,-1,-1,0.0,0.11624071,-0.3668289,-35.417854,3.3584018
Madame Brunch & Bakery,Cafetería,cafe,-16.544992699999998,-68.0796308,4.6,159,Bs 40-80,"Enrique Peñaranda 955, La Paz",66,3,-1,1,0.9839741093856177,-4.1292458,11.926893,43.01461,3.8114865
Mugen Coffee Project,Cafetería,cafe,-16.5104006,-68.1260746,4.5,111,Bs 20-40,"Av.20 de Octubre 2475, La Paz",106,1,-1,4,0.6601830121237325,-1.9433204,4.656425,-27.113735,-24.398335
Macabeo,Cafetería,cafe,-16.5427542,-68.0801876,4.5,152,Bs 40-60,"Gabriel René Moreno 1091, La Paz",97,3,-1,1,1.0,-4.417951,11.981973,46.75293,2.8460279
Cafe Beirut,Restaurante,restaurante,-16.5094677,-68.1264581,3.8,567,Bs 40-60,"Calle 380, La Paz",110,1,-1,-1,0.0,1.1738399,1.3528851,-30.214344,13.713385
Alexander Coffee,Cafetería,cafe,-16.5102211,-68.1262141,4.2,1180,Bs 20-80,"FVQF+WG7, Av.20 de Octubre, La Paz",107,1,1,6,1.0,1.590979,2.5560489,-24.110376,16.079693
Mokaffee,Cafetería,cafe,-16.5410227,-68.0889724,4.5,148,Bs 20-80,"C. 10 7922, La Paz",32,3,-1,1,0.852678512387278,-2.70094,11.192111,35.48485,2.4042346
DT Brew House,Bar restaurante,restaurante,-16.4984823,-68.1369476,4.4,565,Bs 40-120,"Murillo 1014, La Paz",144,1,0,5,1.0,-3.1759298,-9.054409,-56.436672,12.885075
ROSSE COFFEE,Cafetería,cafe,-16.5428156,-68.0798824,3.6,316,Bs 40-60,"Gabriel René Moreno 1080, La Paz",88,3,-1,-1,0.0,-3.592834,12.363806,38.789364,13.522751
Sangre y Madera Café Espacio Cultural,Cafetería,cafe,-16.50914,-68.1284027,4.4,213,Bs 20-40,"Calle Boyacá N°3, ingreso por el Pasaje Medinacelli Entre 20 de Octubre y, Rosendo Gutiérrez, Zona Sopocachi, La Paz",112,1,-1,4,0.7352881031987787,-2.0299683,4.822936,-26.58506,-21.974663
Kenti,Restaurante,restaurante,-16.540736499999998,-68.08604509999999,4.2,204,Bs 40-120,"c. 13, esq 8009, La Paz",57,3,-1,1,0.9407858515347043,-2.9517956,11.858087,55.342545,7.086855
Alexander Coffee,Cafetería,cafe,-16.5407556,-68.07977249999999,4.3,2084,Bs 20-100,"Av. Montenegro, La Paz",110,3,-1,1,0.7316712998864292,-4.2435975,13.3942995,47.69759,14.129166
Vainilla Bistro,Restaurante de brunch,restaurante,-16.5403472,-68.0840336,4.1,42,Bs 40-60,"FW58+V93, Calle 15, La Paz",72,3,-1,1,0.7335348291741856,-3.5645292,11.6570835,39.640373,-0.56867427
Alexander Coffee,Cafetería,cafe,-16.5407556,-68.07977249999999,4.3,2084,Bs 20-100,"Av. Montenegro, La Paz",110,3,-1,1,0.7316712998864292,-4.2206583,13.325264,47.69759,14.129166
Vainilla Bistro,Restaurante de brunch,restaurante,-16.5403472,-68.0840336,4.1,42,Bs 40-60,"FW58+V93, Calle 15, La Paz",72,3,-1,1,0.7335348291741856,-3.5776007,11.648468,39.640373,-0.56867427
El caldero inglés,Cafetería,cafe,-16.5139241,-68.1294168,4.8,47,Bs 20-40,"A media cuadra de la Plaza España A media cuadra del Teleférico Amarillo, Calle Quintin n° 754, La Paz",36,0,-1,-1,0.0,-1.6990458,3.7121687,-13.575404,-33.043404
"Namas Té ,",Restaurante vegano,restaurante,-16.5027813,-68.1369626,4.4,506,Bs 20-40,"Zoilo Flores 1334, La Paz",43,2,-1,-1,0.0,-2.1411407,5.800561,-16.79418,-13.002085
The Local Dish,Restaurante,restaurante,-16.498086,-68.1368689,4.3,199,Bs 40-100,"Murillo 999 Esquina, La Paz",143,1,-1,5,0.6734171988757776,0.4906828,-0.23789756,-46.38008,-0.5983817
Amasa brunch & bakery,Panadería,otro,-16.5342064,-68.0762949,4.1,84,Bs 60-80,"C. 10 5, La Paz",26,3,-1,1,0.7457351266063251,-2.651372,10.797399,32.25406,-0.6794465
Ona Restaurant,Restaurante de alta cocina,restaurante,-16.5409683,-68.082863,4.4,76,,"Calle 16 Nº8052 Calacoto, La Paz, Bolivia",99,3,-1,1,0.9568967981342269,-4.200453,11.604709,45.56593,-0.9975377
Restaurante Cafeteria Sabor Urbano,Restaurante,restaurante,-16.4975816,-68.1385245,4.8,141,Bs 20-40,"Sagarnaga 319, La Paz",125,1,-1,4,1.0,13.176145,3.345693,-30.384745,-29.756212
Popular Cocina Boliviana,Restaurante,restaurante,-16.496019699999998,-68.1382794,4.6,1470,Bs 80-100,"Murillo 826, La Paz",128,1,-1,5,0.8416449468341985,-3.5115273,-9.456588,-61.304913,8.996125
